시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 537-1,37.408486,127.121370,3,2,Y,301038,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,96+4+16+4+60,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 537-7,37.408818,127.122825,3,2,Y,301039,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,47+3+45+37+3+45,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 502,37.409597,127.125979,3,2,Y,301040,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,41+4+45+41+4+45,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 502,37.409503,127.125979,3,2,Y,301041,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,30+3+27+3+27,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 516,37.409522,127.131027,3,2,Y,301042,1,3,3,녹색+황색+적색,87+3+30,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 391,37.409820,127.132424,3,2,Y,301043,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,57+3+12+3+45,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 518,37.409339,127.135309,3,2,Y,301044,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,57+3+17+3+40,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 518-2,37.409435,127.135769,3,1,Y,301045,1,3,3,녹색+황색+적색,92+3+25,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 197-12,37.408844,127.137970,3,2,Y,301046,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,32+3+25+32+3+25,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 166,37.409180,127.138719,3,1,Y,301047,1,3,3,녹색+황색+적색,92+3+25,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 264-3,37.408774,127.142516,3,2,Y,301048,1,3,99,녹색+황색+적색+녹색+황색+적색,53+3+37+47+3+37,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 175-1,37.407250,127.145888,3,2,Y,301049,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,29+3+55+29+3+55,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 177,37.406698,127.147795,3,2,Y,301050,1,3,3,녹색+황색+적색,73+3+44,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 191,37.407166,127.155886,3,2,Y,301051,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 178,37.406996,127.1469996261,3,2,Y,301052,1,3,3,녹색+황색+적색,70+3+45,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 중원구 야탑동 488-2,37.409874,127.127089,3,2,Y,301053,1,4,5,녹색+황색+녹색화살표+황색+적색,52+3+17+3+65,2,1,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 136,37.406665,127.152592,3,2,Y,301054,1,3,3,녹색+황색+적색,55+45+45,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 516,37.409522,127.131027,3,2,Y,301055,1,3,3,녹색+황색+적색,83+3+34,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,야탑로,3,,경기도 성남시 분당구 야탑동 312-5,37.409783,127.137121,3,2,Y,301056,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,101+4+20+4+51,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 이매동 150-1,37.404262,127.119579,3,2,Y,301057,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,60+4+37+43+3+33,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 535,37.406959,127.120465,3,2,Y,301058,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,130+3+26+3+18,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 이매동 131-1,37.405132,127.121740,3,2,Y,301059,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,106+4+16+4+50,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 이매동 131-8,37.405124,127.123358,3,2,Y,301060,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,71+4+21+4+80,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 이매동 97-1,37.405136,127.125737,3,2,Y,301061,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,79+4+21+4+72,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 이매동 127-1,37.403736,127.127977,3,2,Y,301062,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,55+3+35+55+35,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 525,37.406742,127.131457,3,2,Y,301063,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,116+4+17+3+40,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 523,37.407679,127.133437,3,2,Y,301064,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,75+4+22+4+75,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 491,37.407438,127.137855,3,2,Y,301065,1,3,3,녹색+황색+적색,117+3+60,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 158,37.405190,127.145184,3,2,Y,301066,1,3,3,녹색+황색+적색,49+3+38,2,2,1,Y,00:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 154,37.405603,127.148588,3,2,Y,301067,1,3,3,녹색+황색+적색,47+3+40,2,2,1,Y,00:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 151,37.404215,127.151696,3,2,Y,301068,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 149-10,37.405061,127.151978,3,1,Y,301069,1,3,3,녹색+황색+적색,61+4+20,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 192-2,37.405581,127.155638,3,2,Y,301070,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,72+3+15+3+60,2,2,1,Y,21:30,07:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 야탑동 159-5,37.404863,127.153308,3,1,Y,301071,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,81+3+29+3+24,2,2,1,Y,22:00,07:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 이매동 97-6,37.405125,127.126937,3,1,Y,301072,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,80+3+16+4+96,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 341,37.413090,127.127281,3,2,Y,301073,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,41+3+25+3+28,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 360-3,37.413508,127.130234,3,2,Y,301074,1,3,3,녹색+황색+적색,71+3+46,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 376-1,37.413586,127.130655,3,1,Y,301075,1,3,3,녹색+황색+적색,92+3+25,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 381-15,37.412990,127.133682,3,2,Y,301076,1,4,5,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,44+3+22+3+48,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 281-6,37.413066,127.136363,3,2,Y,301077,1,3,3,녹색+황색+적색,90+3+27,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 278-6,37.412639,127.138373,3,2,Y,301078,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,33+3+34+33+3+47,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로,3,,경기도 성남시 분당구 야탑동 211-3,37.413118,127.142079,3,1,Y,301079,1,3,99,녹색+황색+적색+녹색+황색+적색,52+4+30+76+4+24,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로48번길,3,,경기도 성남시 분당구 야탑동 342-3,37.412656,127.125502,3,2,Y,301080,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,22+3+25+32+3+35,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,장미로48번길,3,,경기도 성남시 분당구 야탑동 350,37.410679,127.125665,3,2,Y,301081,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,성남대로779번길,3,,경기도 성남시 분당구 이매동 108,37.399401,127.127272,3,1,Y,301082,1,3,3,녹색+황색+적색,66+3+21,2,2,1,Y,00:00,06:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,성남대로779번길,3,,경기도 성남시 분당구 이매동 87-30,37.402957,127.130560,3,2,Y,301083,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,이매로,3,,경기도 성남시 분당구 이매동 115-5,37.394985,127.126617,3,1,Y,301084,1,3,3,녹색+황색+적색,51+4+25,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,벌말로,3,,경기도 성남시 분당구 야탑동 266,37.410142,127.138815,3,1,Y,301085,1,3,3,녹색+황색+적색,92+3+25,2,2,1,Y,00:00,06:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,벌말로,3,,경기도 성남시 분당구 야탑동 212,37.413924,127.139685,3,1,Y,301086,1,3,3,녹색+황색+적색,91+2+25,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,벌말로,3,,경기도 성남시 분당구 야탑동 275-1,37.412163,127.138198,3,2,Y,301087,1,3,3,녹색+황색+적색,91+4+25,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,매화로,3,,경기도 성남시 분당구 야탑동 382-5,37.411654,127.133589,3,1,Y,301088,1,3,3,녹색+황색+적색,92+3+25,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,매화로,3,,경기도 성남시 분당구 야탑동 390,37.410615,127.133492,3,1,Y,301089,1,3,3,녹색+황색+적색,92+3+25,2,2,1,Y,00:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,국가지원지방도,57번,안양판교로,3,,경기도 성남시 분당구 운중동 903,37.391298,127.063209,3,2,Y,302001,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,48+4+94+4+35,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 운중동 898-6,37.391437,127.077873,3,2,Y,302002,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,71+3+29+3+44,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 운중동 898-6,37.391442,127.077873,3,2,Y,302003,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,45+3+12+3+87,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 운중동 898-6,37.391456,127.077873,3,2,Y,302004,1,4,99,녹색+황색+녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색,40+4+22+3+90+15+3,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 운중동 898-6,37.391456,127.077873,3,2,Y,302005,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,82+3+22+3+70,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 운중동 898-6,37.391456,127.077873,3,2,Y,302006,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,88+3+22+3+64,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 판교동 584-1,37.389444,127.090437,3,2,Y,302007,1,4,5,녹색/녹색화살표+황색+녹색/녹색화살표+황색+적색,52+3+52+3+70,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 판교동 584-1,37.389486,127.090437,3,2,Y,302008,1,4,5,녹색/녹색화살표+황색+녹색/녹색화살표+황색+적색,50+3+40+3+84,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 판교동 584-1,37.389444,127.090437,3,2,Y,302009,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,87+3+22+3+65,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로,3,,경기도 성남시 분당구 판교동 639-2,37.387049,127.097436,3,2,Y,302010,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,12+3+25+12+3+25,2,2,1,Y,09:00,08:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로,3,,경기도 성남시 분당구 판교동 584-1,37.389444,127.090437,3,2,Y,302011,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,57+3+17+3+100,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098208,3,2,Y,302012,1,4,99,녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색+적색,17+3+72+3+17+3+65,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098208,3,2,Y,302013,1,3,3,녹색+황색+적색,95+3+82,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098273,3,2,Y,302014,1,3,3,녹색+황색+적색,112+3+35,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098238,3,2,Y,302015,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,84+3+12+3+48,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098208,3,2,Y,302016,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,67+3+17+3+60,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098208,3,2,Y,302017,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,91+3+25+3+28,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 512-4,37.394075,127.098208,3,2,Y,302018,1,3,3,녹색+황색+적색,133+3+64,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 판교동 494-2,37.399576,127.094126,3,2,Y,302019,1,4,99,녹색/녹색화살표+황색+녹색+황색+녹색/녹색화살표+황색+적색,39+3+39+3+20+3+93,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,서판교로,3,,경기도 성남시 분당구 판교동 492-2,37.401834,127.0931998559,3,2,Y,302020,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 판교동 494-2,37.399576,127.094126,3,2,Y,302021,1,4,5,녹색/녹색화살표+황색+녹색+황색+적색,37+3+121+4+35,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교로,3,,경기도 성남시 분당구 판교동 629-9,37.388174,127.084603,3,2,Y,302022,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,97+3+22+3+55,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,국가지원지방도,57번,안양판교로,3,,경기도 성남시 분당구 하산운동 281-4,37.387394,127.081185,3,2,Y,302023,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,81+4+66+4+25,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,산운로,3,,경기도 성남시 분당구 운중동 892-11,37.392487,127.083752,3,2,Y,302024,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로81번길,3,,경기도 성남시 분당구 운중동 948-1,37.390680,127.075738,3,2,Y,302025,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,94+3+17+3+33,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로82번길,3,,경기도 성남시 분당구 운중동 922-4,37.388606,127.075269,3,2,Y,302026,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,29+3+66+29+3+20,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로82번길,3,,경기도 성남시 분당구 운중동 916-1,37.385185,127.074247,3,2,Y,302027,1,4,99,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,32+4+40+70+4+40,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로82번길,3,,경기도 성남시 분당구 운중동 916-1,37.385185,127.074247,3,2,Y,302028,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,92+3+17+3+35,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로82번길,3,,경기도 성남시 분당구 운중동 916-1,37.385185,127.074242,3,2,Y,302029,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,92+3+12+3+40,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로82번길,3,,경기도 성남시 분당구 운중동 916-1,37.385185,127.074268,3,2,Y,302030,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,101+3+12+3+31,2,2,1,N,00:00,00:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,하오개로,3,,경기도 성남시 분당구 운중동 879-5,37.391933,127.064608,3,2,Y,302031,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,37+3+10+3+37,2,2,1,Y,00:00,06:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,산운로,3,,경기도 성남시 분당구 운중동 879-6,37.392676,127.066523,3,2,Y,302032,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,산운로,3,,경기도 성남시 분당구 운중동 879-6,37.392626,127.066523,3,2,Y,302033,1,3,3,녹색+황색+적색,26+3+31,2,2,1,Y,17:00,08:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,운중로45번길,3,,경기도 성남시 분당구 운중동 892-11,37.392487,127.083752,3,2,Y,302034,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,44+3+10+3+15,2,2,1,Y,20:00,07:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로,3,,경기도 성남시 분당구 운중동 899-3,37.390954,127.067923,3,2,Y,302035,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,29+3+12+3+28,2,2,1,Y,17:00,08:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,산운로,3,,경기도 성남시 분당구 운중동 892-11,37.392487,127.083752,3,2,Y,302036,1,3,3,녹색+황색+적색,37+3+20,2,2,1,Y,20:00,08:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,국가지원지방도,57호선,안양판교로,3,,경기도 성남시 분당구 운중동 903-2,37.389397,127.067273,3,2,Y,302037,1,4,5,녹색/녹색화살표+황색+녹색/녹색화살표+황색+적색,35+3+62+47+3,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로,3,,경기도 성남시 분당구 판교동 629-2,37.387539,127.086830,3,2,Y,302038,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로,3,,경기도 성남시 분당구 판교동 629-2,37.387539,127.086893,3,2,Y,302039,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교원로,3,,경기도 성남시 분당구 판교동 629-2,37.387539,127.086830,3,2,Y,302040,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교공원로,3,,경기도 성남시 분당구 판교동 612-5,37.390996,127.090683,3,2,Y,302041,1,3,3,녹색+황색+적색,15+3+42,2,2,1,Y,16:00,08:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 분당구,시도,,판교공원로,3,,경기도 성남시 분당구 판교동 595-3,37.389956,127.093418,3,2,Y,302042,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
