설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,진가초등학교,031-634-9588,경기도 이천시 모가면 진가리 156번지,경기도 이천시 모가면 진상미로 1321-14,17408,37.1747461341,127.4792164585
공립,표교초등학교,031-636-8276,경기도 이천시 마장면 목리 228번지,경기도 이천시 마장면 중부대로609번길 28-1,17384,37.2567388863,127.4059047031
공립,한내초등학교,031-635-9773,경기도 이천시 증포동 70-5번지,경기도 이천시 갈산로 71,17348,37.2904103037,127.4614831823
공립,호법초등학교,031-632-9037,경기도 이천시 호법면 후안리 267-4번지,경기도 이천시 호법면 이섭대천로 537,17394,37.2235732265,127.4273515685
공립,갈현초등학교,031-945-9394,경기도 파주시 탄현면 갈현리 653-1번지,경기도 파주시 탄현면 평화로591번길 76,10860,37.7720705735,126.7168305766
공립,검산초등학교,031-941-3172,경기도 파주시 검산동 548-2번지,경기도 파주시 검산로 10,10848,37.7764136106,126.7386435558
공립,군내초등학교,031-952-4391,경기도 파주시 군내면 백연리 480-122번지,경기도 파주시 군내면 통일촌길 226,10800,37.9059654213,126.7316685335
공립,금신초등학교,031-941-1931,경기도 파주시 금촌동 369-1번지,경기도 파주시 금신초교길 10,10854,37.7672668477,126.7716748269
공립,금촌초등학교,031-941-2013,경기도 파주시 금촌동 929-1번지,경기도 파주시 동산3길 38-11,10927,37.7620362277,126.7697279847
공립,대성동초등학교,031-952-6113,경기도 파주시 군내면 조산리 산32번지,경기도 파주시 군내면 대성동길 150,10800,37.9435284207,126.6805529989
공립,덕암초등학교,031-941-4209,경기도 파주시 조리읍 뇌조리 457-1번지,경기도 파주시 조리읍 등원로 199,10949,37.7653263857,126.8194810187
공립,마정초등학교,031-952-2839,경기도 파주시 문산읍 마정리 540번지,경기도 파주시 문산읍 마정로124번길 13,10808,37.8922587327,126.7600956773
공립,도마산초등학교,031-957-1351,경기도 파주시 광탄면 창만리 80-8번지,경기도 파주시 광탄면 부흥로 257,10831,37.8019260566,126.8760208451
공립,문산동초등학교,031-952-2677,경기도 파주시 문산읍 선유리 788-1번지,경기도 파주시 문산읍 선유울3길 85,10812,37.8656332337,126.7981409511
공립,문산초등학교,031-952-2006,경기도 파주시 문산읍 문산리 86번지,경기도 파주시 문산읍 문향로67번길 58,10821,37.8607120370,126.7831588858
공립,법원초등학교,031-958-0267,경기도 파주시 법원읍 법원리 500번지,경기도 파주시 법원읍 술이홀로 970-9,10826,37.8567107966,126.8801063581
공립,삼성초등학교,031-942-9045,경기도 파주시 탄현면 금승리 491번지,경기도 파주시 탄현면 방촌로 1009-20,10857,37.8256137271,126.7327978439
공립,신산초등학교,031-947-3308,경기도 파주시 광탄면 신산리 199번지,경기도 파주시 광탄면 심궁로 13,10948,37.7805903624,126.8523187039
공립,심학초등학교,031-957-1902,경기도 파주시 동패동 1079번지,경기도 파주시 교하로681번길 33,10883,37.7079778570,126.7032792465
공립,서탄초등학교,031-611-1924,경기도 평택시 서탄면 금암리 233-1번지,경기도 평택시 서탄면 금암2길 121,17704,37.1073878249,127.0361338085
공립,서탄초등학교내수분교장,031-664-9882,경기도 평택시 서탄면 수월암리 1063번지,경기도 평택시 서탄면 수월암3길 61,17700,37.1193680844,127.0159453720
공립,세교초등학교,031-653-6071,경기도 평택시 세교동 556번지,경기도 평택시 세교공원로 32,17837,37.0021856865,127.0832028869
공립,송북초등학교,031-664-1513,경기도 평택시 지산동 642번지,경기도 평택시 지산로 90,17727,37.0800164863,127.0659799222
공립,송신초등학교,031-664-1032,경기도 평택시 신장동 267번지,경기도 평택시 송월로32번길 32,17760,37.0751965301,127.0521474275
공립,송일초등학교,031-611-5902,경기도 평택시 서정동 909번지,경기도 평택시 송일로 6,17780,37.0627575570,127.0595543445
공립,송탄초등학교,031-664-9093,경기도 평택시 가재동 200-3번지,경기도 평택시 막곡길 67,17742,37.0422409643,127.0870997305
공립,안중초등학교,031-681-7882,경기도 평택시 안중읍 안중리 247-4번지,경기도 평택시 안중읍 안중로 89,17933,36.9896488323,126.9260272564
공립,어연초등학교,031-683-2974,경기도 평택시 청북읍 어연리 233번지,경기도 평택시 청북읍 청원로 446,17793,37.0493355424,126.9774338966
공립,오성초등학교,031-681-3454,경기도 평택시 오성면 죽리 70번지,경기도 평택시 오성면 숙성시장길 15,17819,37.0082539338,126.9786819057
공립,원정초등학교,031-681-2844,경기도 평택시 포승읍 원정리 440번지,경기도 평택시 포승읍 평택항로 469,17949,36.9939353669,126.8418343839
공립,이충초등학교,031-668-2783,경기도 평택시 이충동 590-1번지,경기도 평택시 이충로 93-5,17734,37.0632987728,127.0669975360
공립,종덕초등학교,031-615-3600,경기도 평택시 고덕동 1903번지,경기도 평택시 고덕국제2로 111,18008,37.0531793306,127.0462486022
공립,지장초등학교,031-668-9712,경기도 평택시 서정동 824번지,경기도 평택시 지장로 15,17772,37.0680326395,127.0576002794
공립,진위초등학교,031-664-8502,경기도 평택시 진위면 봉남리 233번지,경기도 평택시 진위면 봉남길 49,17712,37.1006631414,127.0899226752
공립,정림초등학교,031-352-2176,경기도 화성시 효행구 정남면 망월리 328번지,경기도 화성시 효행구 정남면 망월길 69,18514,37.1530453139,127.0116541221
공립,청원초등학교,031-356-6165,경기도 화성시 만세구 마도면 청원리 228-4번지,경기도 화성시 만세구 마도면 해운로 794,18543,37.1882082674,126.7608917487
공립,팔탄초등학교,031-353-2503,경기도 화성시 만세구 팔탄면 구장리 522-1번지,경기도 화성시 만세구 팔탄면 마당바위로31번길 6,18527,37.1600530784,126.9023178495
공립,팔탄초등학교대방분교장,031-354-8581,경기도 화성시 만세구 팔탄면 노하리 173-1번지,경기도 화성시 만세구 팔탄면 노하길 398,18576,37.1618223349,126.8697434134
공립,향남초등학교,031-352-3971,경기도 화성시 만세구 향남읍 백토리 551번지,경기도 화성시 만세구 향남읍 왜골길 7,18589,37.1196964155,126.9429109850
공립,화남초등학교,031-8055-3500,경기도 화성시 동탄구 장지동 915번지,경기도 화성시 동탄구 동탄순환대로4길 16,18498,37.1638554427,127.0960465589
공립,화산초등학교,031-234-0143,경기도 화성시 병점구 송산동 146-9번지,경기도 화성시 병점구 화산중앙로64번길 17,18357,37.2114280669,127.0135208720
공립,화성매송초등학교,031-291-2013,경기도 화성시 효행구 매송면 원평리 67-1번지,경기도 화성시 효행구 매송면 화성로 2403,18289,37.2498071501,126.9282431076
공립,화성월문초등학교,031-353-9196,경기도 화성시 만세구 팔탄면 월문리 192번지,경기도 화성시 만세구 팔탄면 버들로 1537,18577,37.1188857480,126.8726547156
공립,화성장안초등학교,031-351-2006,경기도 화성시 만세구 장안면 어은리 812번지,경기도 화성시 만세구 장안면 조암동로 8-5,18584,37.0860406603,126.8238803694
공립,화성장안초등학교석포분교장,031-358-2193,경기도 화성시 만세구 장안면 석포리 404번지,경기도 화성시 만세구 장안면 버들로 1201-9,18574,37.1312148946,126.8407036209
공립,화성화수초등학교,031-351-9241,경기도 화성시 만세구 우정읍 화수리 834-13번지,경기도 화성시 만세구 우정읍 화수동길 145,18558,37.1093115256,126.7969206844
공립,진위초등학교산대분교장,031-664-7355,경기도 평택시 진위면 은산리 74번지,경기도 평택시 진위면 은산3길 46,17717,37.0840907047,127.1211555809
공립,청북초등학교,031-683-3263,경기도 평택시 청북읍 현곡리 221번지,경기도 평택시 청북읍 청북새싹길 25,17811,37.0436080683,126.9353708954
공립,팽성초등학교,031-691-4135,경기도 평택시 팽성읍 송화리 233-1번지,경기도 평택시 팽성읍 송화2길 2,17981,36.9506801430,127.0517767733
공립,평일초등학교,031-651-4532,경기도 평택시 합정동 368-6번지,경기도 평택시 평남로 626,17903,36.9893676088,127.1070959852
공립,평택중앙초등학교,031-651-5142,경기도 평택시 세교동 186-1번지,경기도 평택시 세교로 11,17827,37.0022939777,127.0781334024
공립,평택지산초등학교,031-663-9286,경기도 평택시 지산동 1090번지,경기도 평택시 지산2로 57,17763,37.0772976730,127.0620240687
공립,평택초등학교,031-651-3815,경기도 평택시 평택동 110-2번지,경기도 평택시 원평2로 4,17921,36.9894419443,127.0813733197
공립,합정초등학교,031-652-2814,경기도 평택시 합정동 838번지,경기도 평택시 평택4로 11,17913,36.9893994722,127.0977688274
공립,현덕초등학교,031-682-2628,경기도 평택시 현덕면 인광리 405-2번지,경기도 평택시 현덕면 현덕로 1254,17946,36.9652542427,126.9219416371
공립,현덕초등학교광덕분교장,031-681-7818,경기도 평택시 현덕면 대안리 703번지,경기도 평택시 현덕면 현덕로 934,17970,36.9441308809,126.9440346469
공립,현화초등학교,031-682-4906,경기도 평택시 안중읍 현화리 826-1번지,경기도 평택시 안중읍 안현로서7길 80,17938,36.9824033677,126.9190365732
공립,홍원초등학교,031-683-2869,경기도 평택시 포승읍 홍원리 58-4번지,경기도 평택시 포승읍 외원길 26,17813,37.0143731189,126.8895106897
공립,효덕초등학교,031-664-5557,경기도 평택시 고덕면 방축리 643-1번지,경기도 평택시 고덕면 효덕새싹길 6-5,17821,37.0166661825,127.0355729492
공립,관인초등학교,031-533-1011,경기도 포천시 관인면 탄동리 664-1번지,경기도 포천시 관인면 관인로 5,11101,38.1560689360,127.2497004128
공립,금주초등학교,031-531-6313,경기도 포천시 영중면 금주리 522-1번지,경기도 포천시 영중면 궁들길 50,11131,37.9728989507,127.2611400313
공립,내촌초등학교,031-531-2464,경기도 포천시 내촌면 내리 316-1번지,경기도 포천시 내촌면 내촌로 88,11189,37.7872525638,127.2299389255
공립,보장초등학교,031-533-0101,경기도 포천시 창수면 오가리 424번지,경기도 포천시 창수면 창동로 115,11133,38.0282196380,127.1913077560
공립,선단초등학교,031-542-1633,경기도 포천시 선단동 765-1번지,경기도 포천시 삼육사로2111번길 29,11160,37.8615224402,127.1546588959
공립,송우초등학교,031-542-1584,경기도 포천시 소흘읍 송우리 214번지,경기도 포천시 소흘읍 송우로 42,11175,37.8291163928,127.1442419323
공립,신북초등학교,031-532-0172,경기도 포천시 신북면 신평리 375번지,경기도 포천시 신북면 청신로 2079-19,11138,37.9383503569,127.2194178331
공립,영북초등학교,031-531-2551,경기도 포천시 영북면 운천리 342-2번지,경기도 포천시 영북면 영북로148번길 46,11104,38.0898694950,127.2758813081
공립,영중초등학교,031-534-8533,경기도 포천시 영중면 성동리 891-3번지,경기도 포천시 영중면 호국로 3054,11127,38.0141597912,127.2480990199
공립,영평초등학교,031-532-6668,경기도 포천시 영중면 영평리 240번지,경기도 포천시 영중면 전영로1429번길 5,11126,38.0161719383,127.2173783839
공립,왕방초등학교,031-536-9535,경기도 포천시 신북면 가채리 819-15번지,경기도 포천시 신북면 학동로 52,11142,37.9042285697,127.2016658554
공립,외북초등학교,031-533-6007,경기도 포천시 신북면 계류리 54-3번지,경기도 포천시 신북면 포천로 2199,11136,37.9469128441,127.1873118393
공립,운담초등학교,031-536-3175,경기도 포천시 일동면 화대리 608-2번지,경기도 포천시 일동면 화동로 1239,11118,37.9711967259,127.3291163763
공립,이곡초등학교,031-544-1204,경기도 포천시 소흘읍 이곡리 200번지,경기도 포천시 소흘읍 이곡길 5,11187,37.7788459938,127.1489117522
공립,이동초등학교,031-532-4281,경기도 포천시 이동면 장암리 252-3번지,경기도 포천시 이동면 화동로 2034,11111,38.0299479951,127.3682112313
공립,일동초등학교,031-531-8022,경기도 포천시 일동면 기산리 281-1번지,경기도 포천시 일동면 화동로 1019,11120,37.9552767769,127.3151522423
공립,중리초등학교,031-533-1155,경기도 포천시 관인면 중리 209-2번지,경기도 포천시 관인면 한탄강2로 125-32,11100,38.1052314177,127.2044318370
공립,지현초등학교,031-532-3655,경기도 포천시 화현면 지현리 279-6번지,경기도 포천시 화현면 봉화로 926-9,11124,37.9290686171,127.2654579570
공립,창수초등학교,031-533-0009,경기도 포천시 창수면 추동리 117-2번지,경기도 포천시 창수면 옥수로58번길 4,11134,37.9901071455,127.1822316197
공립,추산초등학교,031-543-4872,경기도 포천시 소흘읍 송우리 728-11번지,경기도 포천시 소흘읍 솔모루로3번길 52-20,11176,37.8257059498,127.1371905370
공립,효자초등학교,031-276-3038,경기도 용인시 수지구 성복동 732번지,경기도 용인시 수지구 성복1로 106-1,16853,37.3173619055,127.0674291574
공립,늘푸른초등학교,031-789-6100,경기도 성남시 분당구 정자동 178-5번지,경기도 성남시 분당구 정자일로 87,13561,37.3580740891,127.1051256800
공립,의정부호원초등학교,031-876-2456,경기도 의정부시 호원동 292-1번지,경기도 의정부시 전좌로156번길 20,11640,37.7220346714,127.0410875976
공립,부천일신초등학교,070-7099-4703,경기도 부천시 소사구 범박동 153-8번지,경기도 부천시 소사구 범안로96번길 26,14776,37.4735738088,126.8070033508
공립,솔안초등학교,032-653-3178,경기도 부천시 소사구 송내동 702-1번지,경기도 부천시 소사구 경인로1185번길 27,14742,37.4856523329,126.7509471475
공립,동두천송내초등학교,031-858-7183,경기도 동두천시 송내동 665-4번지,경기도 동두천시 중앙로 52,11351,37.8861173737,127.0524554977
공립,안산진흥초등학교,031-362-6552,경기도 안산시 단원구 고잔동 712-1번지,경기도 안산시 단원구 화정천동로 80,15473,37.3123088176,126.8222767926
공립,학현초등학교,070-5125-2406,경기도 안산시 상록구 이동 665-1번지,경기도 안산시 상록구 석호로 6,15490,37.3106902286,126.8470164402
공립,시흥월곶초등학교,031-364-7903,경기도 시흥시 월곶동 1010-5번지,경기도 시흥시 월곶해안로 69,14964,37.3917338780,126.7372870645
공립,시흥장현초등학교,031-8042-3572,경기도 시흥시 장현동 169-6번지,경기도 시흥시 시청로80번길 5,14996,37.3817508274,126.7991178467
공립,당동초등학교,031-399-8051,경기도 군포시 당동 967번지,경기도 군포시 용호1로 34,15871,37.3459130621,126.9395843865
공립,당정초등학교,031-455-5703,경기도 군포시 당정동 972-1번지,경기도 군포시 고산로151번길 26-24,15853,37.3465515078,126.9546860411
공립,오산대원초등학교,031-378-8092,경기도 오산시 갈곶동 258번지,경기도 오산시 경기대로25번길 45,18146,37.1304787641,127.0711521084
공립,동패초등학교,031-934-6000,경기도 파주시 동패동 1782번지,경기도 파주시 한울로 21,10903,37.7123492129,126.7345685109
공립,고양관산초등학교,031-969-8438,경기도 고양시 덕양구 관산동 995번지,경기도 고양시 덕양구 통일로726번길 130,10286,37.6921316048,126.8665863919
공립,고양한내초등학교,031-924-5093,경기도 고양시 일산서구 대화동 882번지,경기도 고양시 일산서구 고양대로255번길 27,10222,37.6687226008,126.7355157224
공립,한뫼초등학교,031-976-7504,경기도 고양시 일산서구 일산동 960-9번지,경기도 고양시 일산서구 고양대로 629,10351,37.6865683434,126.7666805367
공립,임진초등학교,031-954-4047,경기도 파주시 문산읍 문산리 21번지,경기도 파주시 문산읍 문향로17번길 36,10823,37.8547817746,126.7846826941
공립,지석초등학교,031-281-0831,경기도 용인시 기흥구 상하동 435-8번지,경기도 용인시 기흥구 어정로 62-25,16994,37.2700084414,127.1390393243
공립,증포초등학교,031-637-2062,경기도 이천시 증포동 477번지,경기도 이천시 이섭대천로 1418,17348,37.2941946951,127.4571713021
공립,양벌초등학교,031-798-4908,경기도 광주시 양벌동 290-20,경기도 광주시 양벌로 195-15,12793,37.3792048205,127.2562246923
공립,광주도평초등학교,031-765-1695,경기도 광주시 초월읍 도평리 219-10번지,경기도 광주시 초월읍 현산로 89-16,12734,37.3964217862,127.2893621033
공립,지곡초등학교,031-286-7683,경기도 용인시 기흥구 지곡동 703번지,경기도 용인시 기흥구 사은로 274-45,17088,37.2522034334,127.1382560108
공립,언남초등학교,031-275-0843,경기도 용인시 기흥구 언남동 498번지,경기도 용인시 기흥구 기흥로116번길 87,16958,37.2897511390,127.1195740647
공립,현암초등학교,031-896-4602,경기도 용인시 수지구 죽전동 1229번지,경기도 용인시 수지구 대지로 146,16881,37.3287796346,127.1246825919
공립,독정초등학교,031-896-1680,경기도 용인시 기흥구 보정동 1256번지,경기도 용인시 기흥구 보정로 100,16902,37.3189003581,127.1162331979
공립,용인대덕초등학교,031-896-2362,경기도 용인시 수지구 죽전동 1158번지,경기도 용인시 수지구 죽전로293번길 14,16876,37.3367787805,127.1258958619
공립,신리초등학교,031-264-9396,경기도 용인시 수지구 신봉동 882번지,경기도 용인시 수지구 신봉1로48번길 6,16816,37.3222683021,127.0807419242
공립,손곡초등학교,031-262-4962,경기도 용인시 수지구 동천동 867번지,경기도 용인시 수지구 손곡로 68,16823,37.3368575153,127.0950541882
공립,갈곡초등학교,031-285-2459,경기도 용인시 기흥구 구갈동 601번지,경기도 용인시 기흥구 강남동로 61,16979,37.2712975942,127.1332244254
공립,성지초등학교,031-287-7144,경기도 용인시 기흥구 구갈동 575번지,경기도 용인시 기흥구 강남서로 38,16977,37.2749790214,127.1286383019
공립,용인성산초등학교,031-323-4382,경기도 용인시 처인구 유방동 317-2번지,경기도 용인시 처인구 백옥대로1362번길 41,17041,37.2586076828,127.2158466032
공립,용인신촌초등학교,031-896-2853,경기도 용인시 수지구 죽전동 1299번지,경기도 용인시 수지구 죽전로27번길 14-19,16898,37.3231019148,127.1137964481
공립,금화초등학교,031-957-2063,경기도 파주시 금촌동 974번지,경기도 파주시 새꽃로 55,10914,37.7550295397,126.7677080999
공립,금릉초등학교,031-8071-9071,경기도 파주시 금촌동 994번지,경기도 파주시 후곡로 56,10920,37.7524753369,126.7729663560
공립,수일초등학교,031-242-5920,경기도 수원시 장안구 파장동 411번지,경기도 수원시 장안구 수일로 85,16202,37.3108169469,127.0008062935
공립,입북초등학교,031-294-4986,경기도 수원시 권선구 입북동 230-3번지,경기도 수원시 권선구 율전로 10,16370,37.2942614681,126.9604116061
공립,대선초등학교,031-695-9100,경기도 수원시 영통구 망포동 710번지,경기도 수원시 영통구 봉영로 1432-19,16694,37.2419591637,127.0646471667
공립,팔달초등학교,031-217-3970,경기도 수원시 팔달구 우만동 601번지,경기도 수원시 팔달구 권광로367번길 22,16493,37.2795368928,127.0357901125
공립,성남양지초등학교,031-733-1797,경기도 성남시 수정구 양지동 386번지,경기도 성남시 수정구 논골로36번길 33,13137,37.4592192673,127.1608820876
공립,샘모루초등학교,031-481-0400,경기도 안양시 동안구 비산동 405번지,경기도 안양시 동안구 관악대로 155,13922,37.3999294438,126.9408545354
공립,화창초등학교,031-474-0019,경기도 안양시 만안구 양화로 217,,,,
공립,부천송일초등학교,032-654-8412,경기도 부천시 소사구 송내동 397번지,경기도 부천시 소사구 경인로60번길 19,14728,37.4829310441,126.7625338153
공립,이담초등학교,031-859-9758,경기도 동두천시 지행동 717-7번지,경기도 동두천시 이담로 21,11349,37.8895724838,127.0509106356
공립,구봉초등학교,031-225-8328,경기도 화성시 병점구 병점동 862번지,경기도 화성시 병점구 병점1로 105,18415,37.2056483233,127.0448302713
공립,안화초등학교,031-225-5578,경기도 화성시 병점구 병점동 851번지,경기도 화성시 병점구 병점3로 132-5,18408,37.2128512465,127.0473679211
공립,진안초등학교,031-222-5518,경기도 화성시 병점구 진안동 915번지,경기도 화성시 병점구 병점4로 97,18393,37.2169532772,127.0405131975
공립,태안초등학교,031-223-2384,경기도 화성시 병점구 병점동 824번지,경기도 화성시 병점구 병점3로 77,18403,37.2106268038,127.0408671235
공립,대호초등학교,031-378-3182,경기도 오산시 궐동 661번지,경기도 오산시 궐리사로46번길 3,18122,37.1591040200,127.0578922949
공립,덕계초등학교,031-864-9213,경기도 양주시 덕계동 524-9번지,경기도 양주시 평화로1489번길 29,11440,37.8230697402,127.0473938406
공립,안산호원초등학교,031-413-2861,경기도 안산시 단원구 초지동 741-1번지,경기도 안산시 단원구 초지1로 100,15454,37.3025981757,126.8186516282
공립,남양주신촌초등학교,031-511-6303,경기도 남양주시 평내동 600번지,경기도 남양주시 평내로 122,12226,37.6454954448,127.2398387754
공립,수기초등학교,031-222-1383,경기도 화성시 효행구 봉담읍 수기리 34-4번지,경기도 화성시 효행구 봉담읍 수기웃말길 27,18327,37.2016139275,126.9800708047
공립,양감초등학교,031-352-8429,경기도 화성시 만세구 양감면 신왕리 475-1번지,경기도 화성시 만세구 양감면 초록로 49,18632,37.0811842740,126.9517997829
공립,오산초등학교,031-374-2304,경기도 오산시 가수동 76번지,경기도 오산시 가수로 16,18125,37.1442360252,127.0497251275
공립,우정초등학교,031-358-8535,경기도 화성시 만세구 우정읍 조암리 619번지,경기도 화성시 만세구 우정읍 버들로 136,18563,37.0815143014,126.8003501953
공립,운산초등학교,031-377-6503,경기도 오산시 오산동 923-1번지,경기도 오산시 운암로 72,18132,37.1528503598,127.0782669258
공립,운암초등학교,031-376-1598,경기도 오산시 원동 815-5번지,경기도 오산시 원동로 63,18140,37.1439641007,127.0762106179
공립,원동초등학교,031-372-3430,경기도 오산시 원동 805번지,경기도 오산시 오산로 92,18146,37.1353931264,127.0691202922
공립,장명초등학교,031-358-1136,경기도 화성시 만세구 장안면 장안리 152번지,경기도 화성시 만세구 장안면 장명길 19-8,18586,37.0565779701,126.8521584278
공립,장명초등학교장일분교장,031-358-1140,경기도 화성시 만세구 장안면 장안리 1075-87번지,경기도 화성시 만세구 장안면 온수골2길 18,18586,37.0372224357,126.8452165338
공립,파주송화초등학교,031-947-6042,경기도 파주시 아동동 277번지,경기도 파주시 송화로 39,10851,37.7745592785,126.7791429888
공립,파주와동초등학교,031-946-2865,경기도 파주시 와동동 1348-1번지,경기도 파주시 금바위로 17,10894,37.7264887144,126.7567777817
공립,파주초등학교,031-952-4216,경기도 파주시 파주읍 파주리 501번지,경기도 파주시 파주읍 우계로53번길 15,10835,37.8321467534,126.8159585702
공립,가사초등학교,031-681-3199,경기도 평택시 현덕면 권관리 2-43번지,경기도 평택시 현덕면 기산2길 16,17971,36.9384943381,126.9171802670
공립,갈곶초등학교,031-669-9000,경기도 평택시 진위면 갈곶리 240-6번지,경기도 평택시 진위면 엘지로 57,17707,37.1256233603,127.0720463264
공립,계성초등학교,031-692-0150,경기도 평택시 팽성읍 노양리 1번지,경기도 평택시 팽성읍 계성새싹길 85,17979,36.9425169656,127.0072510472
공립,고덕초등학교,031-647-5305,경기도 평택시 고덕동 2502번지,경기도 평택시 함박산로 161,18016,37.0412130057,127.0289351371
공립,군문초등학교,031-618-5763,경기도 평택시 군문동 360-1번지,경기도 평택시 원평로 21,17922,36.9876063432,127.0848893448
공립,내기초등학교,031-681-2747,경기도 평택시 포승읍 내기리 90번지,경기도 평택시 포승읍 내기새싹길 23,17964,36.9796152040,126.8724516561
공립,내기초등학교신영분교장,031-681-3241,경기도 평택시 포승읍 신영리 269-1번지,경기도 평택시 포승읍 신영새싹길 86-29,17966,36.9558270955,126.8777238967
공립,동삭초등학교,031-618-9671,경기도 평택시 동삭동 332-10번지,경기도 평택시 동삭로 370,18031,37.0186119409,127.0968617063
공립,복창초등학교,031-664-1117,경기도 평택시 서정동 559-4번지,경기도 평택시 서정북로 3,17768,37.0712323006,127.0503033415
공립,부용초등학교,031-691-5946,경기도 평택시 팽성읍 객사리 160-1번지,경기도 평택시 팽성읍 동서촌로 65,17988,36.9662483727,127.0590886707
공립,비전초등학교,031-651-0407,경기도 평택시 비전1로 57번길,,,,
공립,동양초등학교,031-355-4051,경기도 화성시 만세구 남양읍 남양리 1651번지,경기도 화성시 만세구 남양읍 시청로45번길 11,18262,37.2070354908,126.8222051325
공립,배양초등학교,031-898-7972,경기도 화성시 효행구 배양동 76번지,경기도 화성시 효행구 융건로 90,18344,37.2188413493,126.9887328833
공립,안산청석초등학교,031-415-3606,경기도 안산시 상록구 사동 1510-1번지,경기도 안산시 상록구 해양1로 48,15593,37.2947351038,126.8181245838
공립,태봉초등학교,031- 869-2801,경기도 포천시 소흘읍 송우리 725-4번지,경기도 포천시 소흘읍 송선로 8,11173,37.8343824102,127.1450235111
공립,안산창촌초등학교,031-502-1166,경기도 안산시 상록구 건건동 619번지,경기도 안산시 상록구 건건5길 7,15521,37.3074876137,126.9046058660
공립,안산해양초등학교,031-415-7033,경기도 안산시 상록구 사동 1512-1번지,경기도 안산시 상록구 해양2로 28,15594,37.2939410753,126.8242693461
공립,동산초등학교,070-7099-0306,경기도 부천시 오정구 오정동 727번지,경기도 부천시 오정구 오정로251번길 50,14442,37.5314547511,126.7852129214
공립,동막초등학교,031-693-5022,경기도 용인시 기흥구 동백동 576번지,경기도 용인시 기흥구 동백8로 39,16998,37.2860300329,127.1554335352
공립,동백초등학교,031-693-8573,경기도 용인시 기흥구 동백동 658번지,경기도 용인시 기흥구 동백평촌로 69,17002,37.2805524412,127.1564286306
공립,용인백현초등학교,031-275-8084 031-275-8085,경기도 용인시 기흥구 동백동 600번지,경기도 용인시 기흥구 동백8로 108,17003,37.2830845369,127.1624072687
공립,오현초등학교,031-294-7350,경기도 수원시 권선구 오목천동 278번지,경기도 수원시 권선구 서수원로 220,16638,37.2465512086,126.9684643188
공립,용인초당초등학교,031-693-8512,경기도 용인시 기흥구 중동 1010번지,경기도 용인시 기흥구 동백중앙로 78,17012,37.2634478463,127.1609160262
공립,가좌초등학교,031-922-6040,경기도 고양시 일산서구 가좌동 1099번지,경기도 고양시 일산서구 가좌2로 31,10210,37.6884768885,126.7213398897
공립,교동초등학교,031-287-6144,경기도 용인시 기흥구 마북동 618번지,경기도 용인시 기흥구 마북로 124-10,16910,37.2999823052,127.1225013554
공립,나곡초등학교,031-274-6193,경기도 용인시 기흥구 보라동 554번지,경기도 용인시 기흥구 사은로126번길 26,17079,37.2537474189,127.1189658202
공립,석천초등학교,070-7099-9670,경기도 부천시 원미구 상동 525-4번지,경기도 부천시 원미구 계남로 29,14508,37.5105205855,126.7523846033
공립,차산초등학교,031-593-0801,경기도 남양주시 화도읍 차산리 79-9번지,경기도 남양주시 화도읍 수레로 1105-23,12197,37.6363136216,127.3016076356
공립,충현초등학교,02-898-4100,경기도 광명시 소하동 1375번지,경기도 광명시 성채안로 16,14325,37.4330635271,126.8863073428
공립,구름산초등학교,02-899-9832,경기도 광명시 소하동 1287번지,경기도 광명시 한내일로 5,14311,37.4529994055,126.8841432913
공립,걸포초등학교,031-987-4890,경기도 김포시 걸포동 1565번지,경기도 김포시 걸포로 22,10099,37.6336027452,126.7075420651
공립,안현초등학교,02-899-7670,경기도 광명시 하안동 864-1번지,경기도 광명시 도덕공원로 5,14256,37.4709929653,126.8675411862
공립,문시초등학교,031-378-2850,경기도 오산시 금암동 518번지,경기도 오산시 여계산로 52-6,18109,37.1741562470,127.0456275445
공립,용인한빛초등학교,031-896-7483,경기도 용인시 수지구 동천동 933번지,경기도 용인시 수지구 동천로153번길 23,16822,37.3350843443,127.0879631583
공립,둔전제일초등학교,031-337-3282,경기도 용인시 처인구 포곡읍 둔전리 448번지,경기도 용인시 처인구 포곡읍 포곡로141번길 28,17027,37.2740474429,127.2191160506
공립,양산초등학교,031-378-5861,경기도 오산시 양산동 667-3번지,경기도 오산시 양산로 448,18105,37.1972067970,127.0321367981
공립,용이초등학교,031-692-4802,경기도 평택시 용이동 482번지,경기도 평택시 현신7길 36,17866,37.0000481439,127.1467706112
공립,석현초등학교,031-217-5136,경기도 용인시 기흥구 영덕동 1070번지,경기도 용인시 기흥구 흥덕3로 42,16950,37.2727003281,127.0831600197
공립,흥덕초등학교,031-214-9105,경기도 용인시 기흥구 영덕동 1011번지,경기도 용인시 기흥구 흥덕1로62번길 26,16954,37.2723616833,127.0716232107
공립,남양주덕송초등학교,031-528-0762,경기도 남양주시 별내동 813번지,경기도 남양주시 별내3로 356,12097,37.6692860493,127.1159669077
공립,만송초등학교,031-856-0252,경기도 양주시 만송동 702번지,경기도 양주시 고읍로 117-32,11493,37.7976743540,127.0850891720
공립,숲속초등학교,031-8015-2151,경기도 화성시 동탄구 반송동 56번지,경기도 화성시 동탄구 동탄공원로2길 10,18435,37.2060952383,127.0605370932
